UserPoNumber,JobPrice,PostDate,PostTime,QLNumber,PickStreet,PickCity,PickStation,PickState,PickZip,DropStreet,DropCity,DropState,DropZip,ShipmentTypeName,StatusTypeName,CarrierName,ShipperName,DriverName,ShipperCharges,QuickloadCharges,QLCommission,CarrierPayment,QuotePrice,ContainerNumber,ContainerSize,ContainerSizeUnit,ContainerWidth,ContainerHeight,ContainerLength,ContainerMaxPayLoad,ContainerType,ContainerQuantity,POD_Loaded,LoadType,MaterialType,PalletsQuantity,PalletHeight,PalletWidth,PalletLength,PalletUnitTypeId,TotalWeight,WeightUnitTypeId,PickDate,PickTime,ActualPickDate,ActualPickTime,DropDate,DropTime,ActualDropDate,ActualDropTime,PickContactName,PickContactPhone,DropContactName,DropContactPhone,Instructions
PO-1872,$225.00,24/08/2017,09:11 AM EST,BQT5017,2792 NW 24th St,Miami,Port of Miami,FL,33142,574 Paris Hill Ave.,Rocklin,CA,95677,Partial,Paid,AlexCarrierBest,Bos Group,John Martinez,$225.00,$52.00,$15.00,$250.00,$225.00,,,,,,,,,,1,3,slabs,10,,,,1,"22,000",Lbs,24/08/2017,02:59 AM EST,,,24/08/2017,06:59 AM EST,,,Selah Hooper,(939) 590-8276,Reagan Blevins,(286) 765-5750,Empty your wallet for charity
PO-1761,$1.00,23/06/2017,05:14 PM EST,U6AYNKX,3337 FL-84,Davie,,FL,33324,445 Rockaway Court,Satellite Beach,FL,32937,Container,Paid,DMS Logistics Inc,AlexShipper,Alexander Iuspa,$1.00,$37.00,$15.00,$1.00,$826.00,LBDM1554142,20,Ft,,,,,Side Open,,0,Container,,1,9.6,8,40,2, , ,25/06/2017,06:59 AM EST,,,25/06/2017,12:59 PM EST,,,Adonis Salinas,(153) 504-1060,Isabell Kemp,(182) 841-7820,Taking public transport? Offer your seat to someone else
PO-1763,$1.00,23/06/2017,05:14 PM EST,U6AYNKX,3337 FL-84,Davie,,FL,33324,7463 Poor House Street,Stuart,FL,34997,Container,Paid,BOS Cargo,AlexShipper,Walter Saldana,$1.00,$55.00,$11.00,$1.00,$826.00,ZMAT8820993,40,Ft,,,,,Refrigerated ISO,,0,Container,,1,9.6,8,40,2, , ,26/06/2017,06:59 AM EST,,,26/06/2017,12:29 PM EST,,,Mariah Carpenter,(368) 320-0072,Ciara Flynn,(164) 398-0634,Sometimes it is better to just walk away from things and go back to them later when you’re in a better frame of mind.
PO-1762,$1.00,23/06/2017,05:14 PM EST,U6AYNKX,3405 W Flagler St,Miami,Port of Miami,FL,33174,90 Gregory Rd.,New Port Richey,FL,34653,Container,Paid,Papo's Hauling Inc,AlexShipper,Walter Saldana,$1.00,$46.00,$19.00,$1.00,$826.00,HEQH2851881,20,Ft,,,,,Thermal,,0,Container,,1,0,0,0,2, , ,23/06/2017,02:59 AM EST,,,23/06/2017,06:59 AM EST,,,Uriah Knapp,(374) 669-6025,Maliyah Acevedo,(506) 305-0168,He told us a very exciting adventure story.
PO-1764,$1.00,23/06/2017,05:14 PM EST,U6AYNKX,3405 W Flagler St,Miami,Port of Miami,FL,33174,2 La Sierra St.,Winter Garden,FL,34787,Container,Paid,xyz trucking,AlexShipper,Yusmany Felipe,$1.00,$51.00,$10.00,$1.00,$826.00,HNLR838803,40,Ft,,,,,Tank,,0,Container,,1,0,0,0,2, , ,23/06/2017,02:59 AM EST,,,23/06/2017,06:59 AM EST,,,Angelique Fernandez,(458) 233-4683,Morgan Esparza,(442) 697-0944,"I think I will buy the red car, or I will lease the blue one."
PO-1765,$1.00,23/06/2017,05:28 PM EST,U9757TU,2001 Biscayne Blvd,Miami,Port of Miami,FL,33137,265 Peachtree Street,Winter Garden,FL,34787,Container,Cancelled,DMS Logistics Inc,Test co.,Walter Saldana,$1.00,$64.00,$13.00,$1.00,$420.00,LMGF4430034,40,Ft,,,,,Car Carrier,,0,Container,,1,9.6,8,45,2, , ,26/06/2017,02:59 AM EST,,,26/06/2017,06:59 AM EST,,,Stacy Chan,(485) 991-0536,Julian Mathis,(171) 355-9905,I'd rather be a bird than a fish.
PO-1766,$1.00,23/06/2017,05:27 PM EST,U9757TU,2792 NW 24th St,Miami,Port of Miami,FL,33142,7203 Lookout Drive,Fleming Island,FL,32003,Container,Cancelled,AlexCarrierBest,Test co.,Walter Saldana,$1.00,$65.00,$20.00,$1.00,$420.00,JUIK799620,20,Ft,,,,,Half Height,,0,Container,,1,0,0,0,2, , ,26/06/2017,02:59 AM EST,,,26/06/2017,06:59 AM EST,,,Landin Ramos,(154) 375-3664,Zackery Mccarty,(293) 187-2924,If Purple People Eaters are real… where do they find purple people to eat?
PO-1767,$1.00,23/06/2017,05:30 PM EST,U9757TU,2001 Biscayne Blvd,Miami,Port of Miami,FL,33137,7 S. Lantern St.,Fort Lauderdale,FL,33308,Container,Cancelled,Vito Transport Inc.,Test co.,Alexander Iuspa,$1.00,$39.00,$12.00,$1.00,$420.00,BOQT4521368,40,Ft,,,,,Dry,,0,Container,,1,9.6,8,45,2, , ,26/06/2017,02:59 AM EST,,,26/06/2017,06:59 AM EST,,,Ryan Obrien,(926) 488-3509,Ryan Obrien,(572) 141-9657,"Everyone was busy, so I went to the movie alone."
PO-1768,$1.00,23/06/2017,05:25 PM EST,U9757TU,2792 NW 24th St,Miami,Port of Miami,FL,33142,52 Edgefield Rd.,Satellite Beach,FL,32937,Container,Cancelled,xyz trucking,Test co.,Alexander Iuspa,$1.00,$61.00,$10.00,$1.00,$420.00,PBHT9352380,20,Ft,,,,,Flat Rack,,0,Container,,1,0,0,0,2, , ,26/06/2017,02:59 AM EST,,,26/06/2017,06:59 AM EST,,,Christine Weiss,(586) 464-5907,Yuliana Santiago,(753) 962-2256,"Sometimes, all you need to do is completely make an ass of yourself and laugh it off to realise that life isn’t so bad after all."
PO-1758,$330.00,23/05/2017,01:49 PM EST,84C1X71,2792 NW 24th St,Miami,Port of Miami,FL,33142,778 Corona Lane,Venice,FL,34293,Full,Cancelled,DMS Logistics Inc,SUNGATE STONE LLC,Alexander Iuspa,$330.00,$35.00,$17.00,$280.00,$927.00,,,,,,,,,,0,Pallet,marble,18,60,48,40,1,"44,800",Lbs,25/05/2017,02:59 AM EST,,,25/05/2017,11:59 AM EST,,,Ashly Harris,(442) 643-1122,Christine Weiss,(308) 890-2833,We rarely listen to others - ask someone about their day
PO-1730,$200.00,23/02/2017,01:12 PM EST,8RC882S,2792 NW 24th St,Miami,Port of Miami,FL,33142,265 Peachtree Street,Winter Garden,FL,34787,Partial,Cancelled,"H&M Container Transport, Inc.",Test QL,Hakki Ozdamar,$200.00,$62.00,$14.00,$170.00,$200.00,,,,,,,,,,0,Pallet,,12,60,48,40,1,"1,234",Lbs,24/02/2017,02:59 AM EST,,,24/02/2017,06:59 AM EST,,,Kale Gill,(192) 301-5946,Nickolas Liu,(725) 888-2967,"Send a thank you card to someone who has made a difference in your life (a friend, family member, teacher etc.)"
PO-1731,$200.00,23/02/2017,01:17 PM EST,8RC882S,2792 NW 24th St,Miami,Port of Miami,FL,33142,7203 Lookout Drive,Fleming Island,FL,32003,Partial,Cancelled,DMS Logistics Inc,Test QL,Walter Saldana,$200.00,$28.00,$12.00,$170.00,$200.00,,,,,,,,,,0,Pallet,,12,0,0,0,1,"1,234",Lbs,24/02/2017,03:29 AM EST,,,24/02/2017,03:29 PM EST,,,Bella Villanueva,(147) 972-6498,Lucy Fox,(290) 716-0020,Be proactive – sign a petition for a good cause
PO-1703,$300.00,22/12/2016,02:10 PM EST,D2WFJXR,2792 NW 24th St,Miami,Port of Miami,FL,33142,750 Ridge Court,Lady Lake,FL,32159,Partial,Paid,DMS Logistics Inc,Bos warehouse,Joe Wheller,$300.00,$34.00,$20.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,16,29,44,38,1,"43,952",Lbs,27/12/2016,04:12 AM EST,,,27/12/2016,06:12 AM EST,,,Jude Mcintyre,(237) 237-5064,Alina Gaines,(641) 881-0697,Have lunch with a homeless person
PO-1704,$300.00,22/12/2016,02:13 PM EST,1W2RJLF,2792 NW 24th St,Miami,Port of Miami,FL,33142,9498 Race St.,Palm Beach Gardens,FL,33410,Partial,Paid,DMS Logistics Inc,Bos warehouse,Alexander Iuspa,$300.00,$26.00,$20.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,16,29,44,38,1,"43,930",Lbs,27/12/2016,04:14 AM EST,,,27/12/2016,06:14 AM EST,,,Lia Chung,(275) 454-3091,Shaniya Nichols,(981) 204-8920,Share something interesting you’ve learnt today
PO-1705,$300.00,22/12/2016,02:15 PM EST,VKIUJ4Q,2792 NW 24th St,Miami,Port of Miami,FL,33142,522 Peachtree Street,Lake Worth,FL,33460,Partial,Proof Of Delivery,AlexCarrierBest,Bos warehouse,Joe Wheller,$300.00,$50.00,$15.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,19,29,44,38,1,"43,938",Lbs,28/12/2016,04:16 AM EST,,,28/12/2016,11:16 AM EST,,,Orlando Hodge,(764) 411-4924,Brodie Woodward,(549) 775-2273,Gift someone something they complimented you for
PO-1706,$300.00,22/12/2016,02:17 PM EST,7EX2QP5,2792 NW 24th St,Miami,Port of Miami,FL,33142,98 Glenlake St.,North Miami Beach,FL,33160,Partial,Paid,AlexCarrierBest,Bos warehouse,Walter Saldana,$300.00,$30.00,$19.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,17,31,36,36,1,"45,338",Lbs,28/12/2016,04:18 AM EST,,,28/12/2016,06:18 AM EST,,,Vanessa Yang,(433) 767-2713,Kierra Gould,(592) 130-0709,Someone looking lost? Help them with directions
PO-1707,$300.00,22/12/2016,03:05 PM EST,APRBGLB,2792 NW 24th St,Miami,Port of Miami,FL,33142,579B Clark Ave.,Stuart,FL,34997,Partial,Cancelled,AlexCarrierBest,Quickload,Weymar Marenco,$300.00,$41.00,$15.00,$300.00,$300.00,,,,,,,,,,0,Pallet,,10,60,48,40,1,"10,000",Lbs,22/12/2016,09:56 AM EST,,,22/12/2016,11:56 AM EST,,,Jax Lawson,(367) 446-4080,Adam Andrews,(230) 947-9907,Old laptop or mobile lying around? Donate it
PO-1757,$330.00,22/05/2017,08:04 AM EST,0BW7Q4L,2792 NW 24th St,Miami,Port of Miami,FL,33142,87 Lafayette Avenue,Sarasota,FL,34231,Full,Paid,DMS Logistics Inc,SUNGATE STONE LLC,Alexander Iuspa,$330.00,$36.00,$17.00,$280.00,$927.00,,,,,,,,,,1,Pallet,marble,16,60,48,40,1,"44,800",Lbs,22/05/2017,02:59 AM EST,,,22/05/2017,12:59 PM EST,,,Alexander Pineda,(786) 623-2595,Journey Hudson,(902) 363-6632,Make someone’s day – tell a friend why you appreciate them
PO-1725,$330.00,22/02/2017,09:41 AM EST,FF48R9E,2792 NW 24th St,Miami,Port of Miami,FL,33142,26 N. Thorne Ave.,Middleburg,FL,32068,Partial,Paid,BOS Cargo,SUNGATE STONE LLC,Hiram Vazquez,$330.00,$70.00,$17.00,$280.50,$330.00,,,,,,,,,,1,Pallet,TRAVERTIEN,26,60,48,40,1,"45,760",Lbs,23/02/2017,03:29 AM EST,,,23/02/2017,05:29 AM EST,,,Brenton Vance,(604) 297-9786,Amare Hubbard,(177) 110-4025,Pay for someone’s bus ticket
PO-1726,$90.00,22/02/2017,11:09 AM EST,GBMMOME,2792 NW 24th St,Miami,Port of Miami,FL,33142,445 Rockaway Court,Satellite Beach,FL,32937,Partial,Paid,DMS Logistics Inc,1960,Walter Saldana,$90.00,$61.00,$10.00,$76.50,$90.00,,,,,,,,,,1,Pallet,,1,60,48,40,1,300,Lbs,22/02/2017,06:59 AM EST,,,22/02/2017,12:59 PM EST,,,Dario Middleton,(393) 244-6091,River Roth,(307) 486-5176,Share your lunch with a friend
PO-1727,$400.00,22/02/2017,03:45 PM EST,GRXJGAV,2792 NW 24th St,Miami,Port of Miami,FL,33142,90 Gregory Rd.,New Port Richey,FL,34653,Partial,Cancelled,BOS Cargo,Test QL,Walter Saldana,$400.00,$70.00,$13.00,$340.00,$400.00,,,,,,,,,,0,Pallet,,8,60,48,40,1,"10,000",Lbs,23/02/2017,03:59 AM EST,,,23/02/2017,06:59 AM EST,,,Oscar Villarreal,(589) 292-5548,Beckett Parks,(337) 556-9171,Reconnect with your grandparents or an elderly person you know – give them a call!
PO-1728,$350.00,22/02/2017,03:48 PM EST,F405YSC,2792 NW 24th St,Miami,Port of Miami,FL,33142,7463 Poor House Street,Stuart,FL,34997,Partial,Cancelled,DMS Logistics Inc,Test QL,Andy Luis,$350.00,$74.00,$20.00,$297.50,$350.00,,,,,,,,,,0,Pallet,,2,0,0,0,1,"3,000",Lbs,23/02/2017,04:59 AM EST,,,23/02/2017,11:29 AM EST,,,Nyla Hess,(869) 434-5383,Stephany Rose,(918) 566-8758,Read a good book recently? Pass it on to someone else
PO-1729,$280.00,22/02/2017,03:52 PM EST,OD9385R,2792 NW 24th St,Miami,Port of Miami,FL,33142,2 La Sierra St.,Winter Garden,FL,34787,Partial,Cancelled,BOS Cargo,Test QL,Walter Saldana,$280.00,$26.00,$17.00,$238.00,$280.00,,,,,,,,,,0,Pallet,,6,60,48,40,1,"10,000",Lbs,27/02/2017,11:59 AM EST,,,27/02/2017,01:59 PM EST,,,Camden Knight,(215) 761-1475,Lizbeth Huynh,(331) 716-3971,Make an effort to get to know someone you don’t usually talk to
PO-1697,$300.00,20/12/2016,08:57 AM EST,3GFT2RA,2792 NW 24th St,Miami,Port of Miami,FL,33142,7 S. Lantern St.,Fort Lauderdale,FL,33308,Partial,Paid,DMS Logistics Inc,Bos warehouse,Jose Hernandez,$300.00,$26.00,$17.00,$300.00,$300.00,,,,,,,,,,0,Pallet,tiles/pavers,19,30,44,29,1,"47,257",Lbs,20/12/2016,03:55 AM EST,,,20/12/2016,05:55 AM EST,,,Neveah Potts,(483) 358-9673,Jared Hoover,(227) 209-8394,Buy more ethically sourced foods
PO-1698,$300.00,20/12/2016,09:00 AM EST,4W2GUME,2792 NW 24th St,Miami,Port of Miami,FL,33142,52 Edgefield Rd.,Satellite Beach,FL,32937,Partial,Paid,AlexCarrierBest,Bos warehouse,Yusmany Felipe,$300.00,$71.00,$10.00,$300.00,$300.00,,,,,,,,,,0,Pallet,tiles/pavers,18,30,37,43,1,"44,478",Lbs,20/12/2016,03:59 AM EST,,,20/12/2016,05:59 AM EST,,,Elian Michael,(733) 609-6369,Ashlyn Jacobs,(844) 251-7863,Wardrobe overflowing? Donate clothes to a charity
PO-1699,$300.00,20/12/2016,05:36 PM EST,1LGIKDU,2792 NW 24th St,Miami,Port of Miami,FL,33142,854 New Saddle Drive,Fernandina Beach,FL,32034,Partial,Paid,Trust Transport LLC,Bos warehouse,Walter Saldana,$300.00,$67.00,$17.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,17,30,38,44,1,"45,472",Lbs,21/12/2016,03:35 AM EST,,,21/12/2016,05:35 AM EST,,,Victor Le,(662) 130-9961,Miranda Burgess,(315) 465-9974,Is that litter on the floor? Pick it up and bin it
PO-1700,$300.00,20/12/2016,05:36 PM EST,HBAMYWB,2792 NW 24th St,Miami,Port of Miami,FL,33142,9295 Bridgeton Dr.,Melbourne,FL,32904,Partial,Paid,AlexCarrierBest,Bos warehouse,HM HM,$300.00,$73.00,$10.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,14,32,36,36,1,"41,365",Lbs,21/12/2016,04:37 AM EST,,,21/12/2016,06:37 AM EST,,,Cornelius Paul,(913) 897-5192,Alexandra Cruz,(173) 568-6667,Neighbour’s lawn looking messy? Offer to mow it
PO-1701,$300.00,20/12/2016,05:39 PM EST,177Y96B,2792 NW 24th St,Miami,Port of Miami,FL,33142,81 Atlantic Ave.,Cocoa,FL,32927,Partial,Paid,BOS Cargo,Bos warehouse,Joe Wheller,$300.00,$32.00,$17.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,15,28,36,42,1,"43,110",Lbs,21/12/2016,04:40 AM EST,,,21/12/2016,06:40 AM EST,,,Emilio Perez,(799) 518-0556,Rubi Mccarthy,(960) 505-2854,It’s hard to stay connected – reach out to an elderly person you know
PO-1702,$300.00,20/12/2016,05:42 PM EST,TBRHD6C,2792 NW 24th St,Miami,Port of Miami,FL,33142,45 N. Market St.,Oviedo,FL,32765,Partial,Paid,RAMBLAS FREIGHT CARGO INC,Bos warehouse,Walter Saldana,$300.00,$34.00,$19.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,15,28,36,42,1,"43,018",Lbs,22/12/2016,04:43 AM EST,,,22/12/2016,06:43 AM EST,,,Paula Pacheco,(507) 688-2297,Jayden Dunn,(875) 971-7637,Go green – don’t waste paper
PO-1864,$125.00,20/07/2017,01:58 PM EST,FROVPGF,2792 NW 24th St,Miami,Port of Miami,FL,33142,7838 Princess Road,San Jose,CA,95127,Full,Paid,AlexCarrierBest,Polymersan LLC,Walter Saldana,$125.00,$58.00,$12.00,$106.00,$144.00,,,,,,,,,,0,Pallet,Plastic Sheets & RODS,23,15,48,40,1,"25,000",Lbs,21/07/2017,03:29 AM EST,,,21/07/2017,04:59 AM EST,,,Kameron Zamora,(862) 277-2261,Giana Townsend,(864) 571-3257,Know someone going through something you’ve been through? Give them advice
PO-1746,$100.00,20/04/2017,11:40 AM EST,YNGEJS4,2792 NW 24th St,Miami,Port of Miami,FL,33142,8104 Ocean St.,Miami Beach,FL,33139,Partial,Paid,DMS Logistics Inc,Polymersan LLC,Weymar Marenco,$100.00,$48.00,$12.00,$85.00,$100.00,,,,,,,,,,1,Pallet,Plastic,15,10,48,120,1,"23,000",Lbs,21/04/2017,02:59 AM EST,,,21/04/2017,03:59 AM EST,,,Makena Butler,(289) 910-4405,Justice Graves,(318) 865-3369,Bake for your neighbour
PO-1863,$145.00,18/07/2017,08:41 AM EST,0UTF78Q,2792 NW 24th St,Miami,Port of Miami,FL,33142,987 Arcadia St.,Ridgecrest,CA,93555,Partial,Cancelled,"LILI EXPRESS, LLC",Marianna Shipping Co,Walter Saldana,$145.00,$48.00,$12.00,$123.00,$145.00,,,,,,,,,,0,Pallet,marble,15,60,48,40,1,"35,000",Lbs,18/07/2017,02:59 AM EST,,,18/07/2017,06:59 AM EST,,,Nicolas Jordan,(853) 510-9119,Selena Friedman,(633) 570-6295,"It can get lonely when you are old, pay your grandparents a visit"
PO-1741,"$20,000.00",18/03/2017,12:29 PM EST,AN7QDC7,2792 NW 24th St,Miami,Port of Miami,FL,33142,98 Glenlake St.,North Miami Beach,FL,33160,Partial,Cancelled,AlexCarrierBest,Bos Group,John Martinez,"$20,000.00",$35.00,$15.00,"$17,000.00","$20,000.00",,,,,,,,,,0,Pallet,,8,0,0,0,1,"1,000",Lbs,27/03/2017,09:29 AM EST,,,27/03/2017,09:59 AM EST,,,Odin Elliott,(414) 356-2771,Mariah Carpenter,(972) 604-7363,"Help someone improve, give them constructive feedback"
PO-1711,$300.00,18/01/2017,12:03 PM EST,Y8OBF35,2792 NW 24th St,Miami,Port of Miami,FL,33142,8104 Ocean St.,Miami Beach,FL,33139,Partial,Proof Of Delivery,Troy Transport LLC,Bos warehouse,Joe Wheller,$300.00,$35.00,$16.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,18,29,37,43,1,"43,290",Lbs,18/01/2017,03:59 AM EST,,,18/01/2017,09:59 AM EST,,,Edwin Shepard,(221) 266-2574,Simone Powell,(528) 713-4875,Feed a stray animal if you spot one
PO-1712,$300.00,18/01/2017,12:12 PM EST,CROQYBP,2792 NW 24th St,Miami,Port of Miami,FL,33142,7303 S. Homestead Drive,Port Charlotte,FL,33952,Partial,Paid,BOS Cargo,Bos warehouse,Luis Enrique Molina,$300.00,$62.00,$19.00,$300.00,$300.00,,,,,,,,,,1,Pallet,Tile/pavers,18,30,37,43,1,"44,424",Lbs,18/01/2017,03:59 AM EST,,,18/01/2017,09:59 AM EST,,,Irvin Mosley,(769) 440-3988,Declan Maldonado,(968) 740-8247,Offer to babysit your siblings/cousins/nephews/nieces etc
PO-1713,$300.00,18/01/2017,03:40 PM EST,YFO2MXS,2792 NW 24th St,Miami,Port of Miami,FL,33142,8369 North Smoky Hollow Street,Palm Coast,FL,32137,Partial,Paid,AlexCarrierBest,Bos warehouse,Alexander Iuspa,$300.00,$70.00,$14.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,15,31,45,28,1,"42,330",Lbs,19/01/2017,03:59 AM EST,,,19/01/2017,06:59 AM EST,,,Kaylah Mckay,(806) 630-8064,Julissa Hopkins,(135) 416-3330,Help someone struggling with heavy bags
PO-1714,$300.00,18/01/2017,03:43 PM EST,6UTX5PE,2792 NW 24th St,Miami,Port of Miami,FL,33142,18 W. Locust Ave.,Stuart,FL,34997,Partial,Paid,xyz trucking,Bos warehouse,Jose Hernandez,$300.00,$74.00,$13.00,$300.00,$300.00,,,,,,,,,,1,Pallet,TILES/PAVERS,18,32,45,45,1,"46,732",Lbs,19/01/2017,03:59 AM EST,,,19/01/2017,09:59 AM EST,,,George Mcclure,(869) 417-4551,Julien Hines,(288) 579-4802,Hug your parents
PO-1715,$300.00,18/01/2017,03:48 PM EST,15KY7AX,2792 NW 24th St,Miami,Port of Miami,FL,33142,8022 Brandywine Drive,Ormond Beach,FL,32174,Partial,Completed,DMS Logistics Inc,Bos warehouse,Aly Mahmoud,$300.00,$25.00,$13.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,18,37,37,28,1,"50,903",Lbs,19/01/2017,03:59 AM EST,,,19/01/2017,09:59 AM EST,,,Dominic Rowe,(475) 306-3481,Tomas Walsh,(730) 141-5235,We walk past homeless people every day; can you spare them 5 minutes of your time?
PO-1870,$176.47,17/08/2017,02:51 PM EST,NT4DMC7,2792 NW 24th St,Miami,Port of Miami,FL,33142,549 Lookout Court,Mountain View,CA,94043,Full,Paid,AlexCarrierBest,BOS Global LLC,Walter Saldana,$176.47,$52.00,$15.00,$150.47,$150.00,,,,,,,,,,0,Pallet,TILES,12,60,48,40,1,"42,000",Lbs,18/08/2017,06:59 AM EST,,,18/08/2017,12:59 PM EST,,,Beckett Parks,(955) 911-1351,Callie Cunningham,(281) 247-1127,Let someone know how much you appreciate them
PO-1871,$176.47,17/08/2017,02:54 PM EST,VCB6QTE,2792 NW 24th St,Miami,Port of Miami,FL,33142,52 West Fairway St.,Oxnard,CA,93035,Full,Paid,Vito Transport Inc.,BOS Global LLC,HM HM,$176.47,$64.00,$19.00,$150.47,$150.00,,,,,,,,,,0,Pallet,TILES,12,60,48,40,1,"42,000",Lbs,18/08/2017,06:59 AM EST,,,18/08/2017,12:59 PM EST,,,Angeline Schneider,(858) 556-5340,Stanley Bradford,(442) 107-1583,Be eco-friendly – unplug electronics when you’re finished using them
PO-1723,$150.00,17/02/2017,02:06 PM EST,0C7B8MX,2792 NW 24th St,Miami,Port of Miami,FL,33142,778 Corona Lane,Venice,FL,34293,Partial,Paid,DMS Logistics Inc,Bos warehouse,Hiram Vazquez,$150.00,$55.00,$13.00,$150.00,$150.00,,,,,,,,,,1,Pallet,TILES/PAVERS,1,60,48,40,1,"7,113",Lbs,21/02/2017,02:59 AM EST,,,21/02/2017,06:59 AM EST,,,Gilberto Lam,(491) 994-5104,Christopher Spence,(915) 367-7658,Treat a friend – buy them lunch!
PO-1724,$150.00,17/02/2017,02:06 PM EST,0C7B8MX,2792 NW 24th St,Miami,Port of Miami,FL,33142,120 Atlantic Dr.,Fernandina Beach,FL,32034,Partial,Paid,AlexCarrierBest,Bos warehouse,Jose Hernandez,$150.00,$62.00,$12.00,$150.00,$150.00,,,,,,,,,,1,Pallet,,1,0,0,0,1,"7,113",Lbs,21/02/2017,06:59 AM EST,,,21/02/2017,09:59 AM EST,,,Cordell Hendricks,(646) 501-6764,Skyla Blanchard,(234) 983-0367,Smile at a stranger
PO-1754,$350.00,16/05/2017,09:05 AM EST,JYAN4CG,2792 NW 24th St,Miami,Port of Miami,FL,33142,3 Tower Ave.,Fort Lauderdale,FL,33308,Full,Paid,BOS Cargo,SUNGATE STONE LLC,Walter Saldana,$350.00,$70.00,$10.00,$350.00,$927.00,,,,,,,,,,1,Pallet,travertien,14,60,48,40,1,"45,000",Lbs,17/05/2017,02:59 AM EST,,,17/05/2017,12:59 PM EST,,,Rosemary Massey,(578) 775-8186,Rigoberto Glover,(518) 857-7478,Know someone who’s feeling under the weather? Pay them a visit!
PO-1755,$350.00,16/05/2017,11:16 AM EST,7I6C761,2792 NW 24th St,Miami,Port of Miami,FL,33142,7261 Brook Court,Loxahatchee,FL,33470,Full,Paid,DMS Logistics Inc,SUNGATE STONE LLC,Yusmany Felipe,$350.00,$40.00,$17.00,$350.00,$927.00,,,,,,,,,,1,Pallet,marble,17,60,48,40,1,"45,000",Lbs,18/05/2017,02:59 AM EST,,,18/05/2017,12:59 PM EST,,,Ryland Hays,(782) 615-5893,Abbie Trevino,(920) 590-4401,Surprise your siblings with their favourite sweets/chocolate
PO-1756,$350.00,16/05/2017,12:19 PM EST,EQ80SDR,2792 NW 24th St,Miami,Port of Miami,FL,33142,2 Roosevelt Drive,Fort Walton Beach,FL,32547,Full,Paid,xyz trucking,SUNGATE STONE LLC,Oscar Ortiz,$350.00,$55.00,$18.00,$350.00,$927.00,,,,,,,,,,1,Pallet,marble,14,60,48,40,1,"45,000",Lbs,18/05/2017,02:59 AM EST,,,18/05/2017,12:59 PM EST,,,Sam Skinner,(884) 753-4525,Alexandria Gray,(205) 600-9200,Remember that family member you haven’t seen for a while? See how they are doing
PO-1740,$330.00,15/03/2017,02:48 PM EST,8JMF5O3,2792 NW 24th St,Miami,Port of Miami,FL,33142,522 Peachtree Street,Lake Worth,FL,33460,Partial,Paid,DMS Logistics Inc,SUNGATE STONE LLC,Alexander Iuspa,$330.00,$55.00,$19.00,$280.50,$330.00,,,,,,,,,,1,Pallet,stone,16,60,48,40,1,"45,056",Lbs,16/03/2017,02:59 AM EST,,,16/03/2017,06:59 AM EST,,,Natalie Hatfield,(245) 191-7994,Deanna Saunders,(900) 423-8322,Apologise to someone you may have hurt
PO-1691,$25.00,14/12/2016,10:10 AM EST,K1JUBS3,2792 NW 24th St,Miami,Port of Miami,FL,33142,445 Rockaway Court,Satellite Beach,FL,32937,Partial,Cancelled,AlexCarrierBest,Shipper 01,Luis Enrique Molina,$25.00,$60.00,$11.00,$25.00,$25.00,,,,,,,,,,0,Pallet,,12,60,48,40,1,"40,000",Lbs,19/12/2016,03:29 AM EST,,,19/12/2016,05:29 AM EST,,,Nick Perry,(481) 247-4266,Vincent Pena,(641) 669-7823,Remember that friend you haven’t seen for ages? Give them a call
PO-1692,$300.00,14/12/2016,10:49 AM EST,QWSC29Q,2792 NW 24th St,Miami,Port of Miami,FL,33142,90 Gregory Rd.,New Port Richey,FL,34653,Partial,Paid,AlexCarrierBest,Bos warehouse,Joe Wheller,$300.00,$42.00,$16.00,$300.00,$300.00,,,,,,,,,,0,Pallet,TILES/PAVERS,18,30,36,43,1,"44,496",Lbs,14/12/2016,05:51 AM EST,,,14/12/2016,07:51 AM EST,,,Isabelle Ayala,(725) 447-0965,Nora Singh,(578) 744-3273,"Support a small, local business as a customer"
